timestamp,annotator_id,sex,age,education,provenance,political_position,sexual_orientation
5/8/2026 22:37:52,GS236,F,64,Dottorato,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/9/2026 6:48:19,GS237,F,40,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/9/2026 9:07:56,GS238,M,49,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/9/2026 18:14:46,GS241,M,47,Dottorato,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/9/2026 18:46:25,GS244,F,73,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/9/2026 18:49:48,GS245,M,44,Laurea triennale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Destra,Non appartenente alla comunità LGBTQIA+
5/9/2026 19:07:24,GS13,M,26,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/9/2026 19:11:57,GS248,M,53,Dottorato,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Non voto,Non appartenente alla comunità LGBTQIA+
5/9/2026 19:11:59,GS247,F,32,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/9/2026 19:46:31,GS249,F,22,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/9/2026 20:13:11,GS250,M,62,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Destra,Non appartenente alla comunità LGBTQIA+
5/9/2026 20:25:45,GS251,F,32,Dottorato,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/9/2026 22:52:30,GS252,F,46,Dottorato,Altro,Sinistra,Non appartenente alla comunità LGBTQIA+
5/9/2026 23:34:05,GS240,F,18,Scuola secondaria,"Centro (Toscana, Umbria, Marche, Lazio)",Non voto,Appartenente alla comunità LGBTQIA+
5/10/2026 10:45:20,GS255,F,24,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/10/2026 12:58:21,GS256,F,59,Altro,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/10/2026 18:19:07,GS258,F,36,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/10/2026 21:42:37,GS262,F,56,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/10/2026 21:43:09,GS261,M,35,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/10/2026 22:47:57,GS263,F,57,Dottorato,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/11/2026 7:03:32,GS264,F,43,Dottorato,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/11/2026 11:46:33,GS268,F,53,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/11/2026 17:59:29,GS271,F,31,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/11/2026 19:04:14,GS272,F,34,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/11/2026 19:47:56,GS273,F,26,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:49:44,GS276,F,22,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:50:07,GS277,F,22,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:50:37,GS281,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:50:37,GS280,F,20,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:50:44,GS289,F,22,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:50:47,GS296,F,20,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:50:56,GS287,F,20,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:51:12,GS279,F,20,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:52:14,GS288,F,20,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:52:23,GS290,F,20,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:52:35,GS284,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/12/2026 9:52:41,GS284,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/12/2026 9:53:02,GS304,M,20,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:53:02,GS304,M,20,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:53:11,GS285,M,26,Altro,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:53:12,GS285,M,26,Altro,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:53:18,GS285,M,26,Altro,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:53:32,GS295,F,21,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:53:40,GS295,F,21,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:53:45,GS295,F,21,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:53:52,GS291,F,20,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:53:57,GS291,F,20,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:54:02,GS291,F,20,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:54:09,GS291,F,20,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:54:22,GS299,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:54:26,GS298,F,19,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:54:30,GS298,F,19,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:54:41,GS298,F,19,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:54:49,GS302,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:55:00,GS286,F,20,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/12/2026 9:55:10,GS302,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:55:34,GS294,F,20,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/12/2026 9:55:38,GS293,F,20,Diploma,"Centro (Toscana, Umbria, Marche, Lazio)",Centro,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:55:43,GS292,F,24,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:55:48,GS300,F,24,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/12/2026 9:55:56,GS300,F,24,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/12/2026 9:56:01,GS292,F,24,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:56:55,GS301,F,47,Dottorato,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:57:17,GS282,F,24,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:57:25,GS306,F,21,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:57:36,GS283,F,20,Diploma,"Centro (Toscana, Umbria, Marche, Lazio)",Centro,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:57:45,GS306,F,21,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 9:57:51,GS306,F,21,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 10:06:32,GS308,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/12/2026 10:06:46,GS308,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/12/2026 10:06:50,GS308,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/12/2026 10:06:54,GS308,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/12/2026 10:14:42,GS309,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/12/2026 10:15:02,GS309,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/12/2026 10:15:03,GS309,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/12/2026 10:37:08,GS311,F,24,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 15:14:34,GS318,F,21,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/12/2026 15:22:08,GS319,F,36,Dottorato,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Appartenente alla comunità LGBTQIA+
5/12/2026 15:51:22,GS320,F,20,Diploma,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/13/2026 5:26:05,GS324,F,32,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/13/2026 13:24:32,GS326,M,39,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/13/2026 17:21:50,GS327,M,51,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/14/2026 13:54:55,GS335,M,31,Dottorato,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/14/2026 14:31:13,GS336,F,26,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/15/2026 12:12:21,GS339,M,35,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non so
5/15/2026 12:13:23,GS340,M,35,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/15/2026 12:17:11,GS341,F,27,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/15/2026 12:22:18,GS343,M,34,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/15/2026 12:26:09,GS344,M,31,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/15/2026 12:27:43,GS345,Altro,55,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/15/2026 12:37:11,GS346,M,45,Laurea triennale,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/15/2026 13:33:35,GS349,M,49,Dottorato,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/15/2026 13:53:05,GS350,F,40,Diploma,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/15/2026 14:17:28,GS354,M,29,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/15/2026 16:19:06,GS355,M,46,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/15/2026 18:10:24,GS356,Altro,40,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/16/2026 14:08:20,GS357,Altro,36,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/16/2026 19:00:43,GS358,F,33,Dottorato,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/18/2026 16:24:23,GS359,F,36,Laurea triennale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/18/2026 18:48:38,GS360,M,37,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/19/2026 18:28:43,GS363,F,18,Scuola secondaria,"Centro (Toscana, Umbria, Marche, Lazio)",Sinistra,Appartenente alla comunità LGBTQIA+
5/19/2026 21:25:57,GS364,F,55,Scuola secondaria,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non so
5/20/2026 11:04:05,GS365,M,46,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/21/2026 10:57:51,GS366,F,60,Diploma,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Destra,Non appartenente alla comunità LGBTQIA+
5/21/2026 11:07:32,GS367,M,64,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/21/2026 13:44:21,GS370,M,32,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non so
5/21/2026 14:06:29,GS371,F,31,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Centro,Non appartenente alla comunità LGBTQIA+
5/21/2026 15:20:04,GS372,Altro,31,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Appartenente alla comunità LGBTQIA+
5/21/2026 17:50:22,GS373,F,25,Laurea triennale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Sinistra,Non so
5/21/2026 22:00:33,GS377,M,56,Dottorato,Altro,Sinistra,Non appartenente alla comunità LGBTQIA+
5/22/2026 9:38:20,GS378,Altro,29,Altro,Altro,Non voto,Non so
5/22/2026 13:23:30,GS379,F,27,Laurea triennale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Appartenente alla comunità LGBTQIA+
5/22/2026 18:41:38,GS384,F,54,Laurea magistrale,"Sud (Abruzzo, Molise, Campania, Puglia, Basilicata, Calabria, Sicilia, Sardegna)",Sinistra,Non appartenente alla comunità LGBTQIA+
5/23/2026 5:25:50,GS389,F,63,Laurea magistrale,"Nord (Valle d'Aosta, Piemonte, Liguria, Lombardia, Trentino-Alto Adige/Südtirol, Veneto, Friuli-Venezia Giulia, Emilia-Romagna)",Centro,Non appartenente alla comunità LGBTQIA+
5/23/2026 8:39:12,GS390,F,42,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Non voto,Non appartenente alla comunità LGBTQIA+
5/23/2026 9:10:58,GS391,F,50,Laurea magistrale,"Centro (Toscana, Umbria, Marche, Lazio)",Non voto,Appartenente alla comunità LGBTQIA+
